N	depth	rgb	gt
1072	1311878239.911164	1311878239.878845	1311878239.911800
1073	1311878240.011952	1311878240.011937	1311878240.011800
1074	1311878240.079288	1311878240.111608	1311878240.078300
1075	1311878240.140200	1311878240.111608	1311878240.138500
1076	1311878240.244109	1311878240.279857	1311878240.245100
1077	1311878240.343493	1311878240.379647	1311878240.345000
1078	1311878240.409555	1311878240.379647	1311878240.408400
1079	1311878240.511774	1311878240.544820	1311878240.511700
1080	1311878240.611854	1311878240.611839	1311878240.611700
1081	1311878240.679785	1311878240.679776	1311878240.678500
1082	1311878240.747371	1311878240.778454	1311878240.748200
1083	1311878240.879970	1311878240.879394	1311878240.878600
1084	1311878240.947475	1311878240.947687	1311878240.948400
1085	1311878240.976370	1311878240.976280	1311878240.975200
1086	1311878241.010152	1311878241.010129	1311878241.011700
1087	1311878241.047192	1311878241.047166	1311878241.048600
1088	1311878241.076957	1311878241.076945	1311878241.078500
1089	1311878241.108990	1311878241.108980	1311878241.108200
1090	1311878241.185078	1311878241.178868	1311878241.185200
1091	1311878241.246800	1311878241.279370	1311878241.245200
1092	1311878241.347066	1311878241.379450	1311878241.348400
1093	1311878241.408116	1311878241.408073	1311878241.408500
1094	1311878241.446569	1311878241.478886	1311878241.445000
1095	1311878241.510358	1311878241.510349	1311878241.511600
1096	1311878241.580228	1311878241.580040	1311878241.581800
1097	1311878241.608979	1311878241.608970	1311878241.608400
1098	1311878241.679811	1311878241.687021	1311878241.678400
1099	1311878241.747547	1311878241.779666	1311878241.748300
1100	1311878241.815176	1311878241.847766	1311878241.815000
1101	1311878241.876698	1311878241.847766	1311878241.875200
1102	1311878241.979085	1311878241.984961	1311878241.978100
1103	1311878242.044304	1311878242.016907	1311878242.044900
1104	1311878242.112468	1311878242.112424	1311878242.111700
1105	1311878242.179298	1311878242.214971	1311878242.178300
1106	1311878242.277442	1311878242.277414	1311878242.278400
1107	1311878242.313000	1311878242.345142	1311878242.311800
1108	1311878242.376049	1311878242.345142	1311878242.375000
1109	1311878242.479472	1311878242.479430	1311878242.478300
1110	1311878242.511931	1311878242.543985	1311878242.511600
1111	1311878242.576284	1311878242.575928	1311878242.575000
1112	1311878242.647566	1311878242.647121	1311878242.648400
1113	1311878242.745962	1311878242.745935	1311878242.745000
1114	1311878242.776183	1311878242.745935	1311878242.774900
1115	1311878242.845514	1311878242.878778	1311878242.845100
1116	1311878242.911675	1311878242.878778	1311878242.911600
1117	1311878243.012969	1311878243.012941	1311878243.011700
1118	1311878243.082072	1311878243.111898	1311878243.081600
1119	1311878243.146518	1311878243.179657	1311878243.145000
1120	1311878243.213339	1311878243.243296	1311878243.215000
1121	1311878243.280300	1311878243.280292	1311878243.281500
1122	1311878243.343472	1311878243.343794	1311878243.344900
1123	1311878243.380964	1311878243.380663	1311878243.381500
1124	1311878243.412848	1311878243.444227	1311878243.411700
1125	1311878243.481559	1311878243.480550	1311878243.481600
1126	1311878243.513419	1311878243.545343	1311878243.515100
1127	1311878243.582234	1311878243.581622	1311878243.581600
1128	1311878243.613633	1311878243.644301	1311878243.615000
1129	1311878243.681131	1311878243.713814	1311878243.681500
1130	1311878243.746208	1311878243.745887	1311878243.744900
1131	1311878243.814566	1311878243.814539	1311878243.814900
1132	1311878243.843754	1311878243.814539	1311878243.845000
1133	1311878243.953161	1311878243.953142	1311878243.951500
1134	1311878243.982933	1311878243.982924	1311878243.981700
1135	1311878244.047450	1311878244.043870	1311878244.048200
1136	1311878244.082533	1311878244.082428	1311878244.081500
1137	1311878244.144675	1311878244.114673	1311878244.144800
1138	1311878244.246280	1311878244.246047	1311878244.244900
1139	1311878244.313774	1311878244.313759	1311878244.315000
1140	1311878244.385619	1311878244.385600	1311878244.384900
1141	1311878244.447922	1311878244.448740	1311878244.448300
1142	1311878244.514521	1311878244.514505	1311878244.514900
1143	1311878244.548172	1311878244.548160	1311878244.548300
1144	1311878244.614598	1311878244.614584	1311878244.615000
1145	1311878244.683002	1311878244.682817	1311878244.681500
1146	1311878244.750429	1311878244.782897	1311878244.751600
1147	1311878244.881917	1311878244.881553	1311878244.881500
1148	1311878244.911822	1311878244.881553	1311878244.911600
1149	1311878245.012968	1311878245.013172	1311878245.011500
1150	1311878245.050446	1311878245.082833	1311878245.051600
1151	1311878245.111693	1311878245.082833	1311878245.111400
1152	1311878245.179519	1311878245.149976	1311878245.178300
1153	1311878245.249980	1311878245.282212	1311878245.251500
1154	1311878245.350411	1311878245.350383	1311878245.351500
1155	1311878245.380517	1311878245.379753	1311878245.381600
1156	1311878245.450805	1311878245.482715	1311878245.451600
1157	1311878245.518639	1311878245.518624	1311878245.518200
1158	1311878245.583304	1311878245.582991	1311878245.584900
1159	1311878245.615907	1311878245.615900	1311878245.615000
1160	1311878245.648596	1311878245.648586	1311878245.648300
1161	1311878245.680082	1311878245.679784	1311878245.681600
1162	1311878245.718079	1311878245.718069	1311878245.719100
1163	1311878245.747813	1311878245.718069	1311878245.748200
1164	1311878245.816099	1311878245.782769	1311878245.814900
1165	1311878245.918952	1311878245.917717	1311878245.918200
1166	1311878245.981045	1311878245.981034	1311878245.981300
1167	1311878246.050492	1311878246.050434	1311878246.051500
1168	1311878246.080644	1311878246.050434	1311878246.081600
1169	1311878246.183277	1311878246.216783	1311878246.184900
1170	1311878246.283474	1311878246.319218	1311878246.284800
1171	1311878246.348361	1311878246.348277	1311878246.348400
1172	1311878246.419878	1311878246.449006	1311878246.421500
1173	1311878246.519375	1311878246.548695	1311878246.518100
1174	1311878246.619143	1311878246.650189	1311878246.618000
1175	1311878246.679903	1311878246.650189	1311878246.681600
1176	1311878246.785556	1311878246.818484	1311878246.784700
1177	1311878246.886256	1311878246.886247	1311878246.884800
1178	1311878246.919090	1311878246.915760	1311878246.918100
1179	1311878247.016536	1311878247.016183	1311878247.018000
1180	1311878247.086051	1311878247.086617	1311878247.085000
1181	1311878247.116040	1311878247.115864	1311878247.115100
1182	1311878247.187557	1311878247.187524	1311878247.188100
1183	1311878247.287253	1311878247.287229	1311878247.288000
1184	1311878247.351653	1311878247.351634	1311878247.351500
1185	1311878247.384561	1311878247.351634	1311878247.385200
1186	1311878247.419259	1311878247.419134	1311878247.418200
1187	1311878247.487431	1311878247.519137	1311878247.488200
1188	1311878247.587405	1311878247.587015	1311878247.588200
1189	1311878247.657208	1311878247.651168	1311878247.658100
1190	1311878247.719079	1311878247.719046	1311878247.718200
1191	1311878247.787145	1311878247.787133	1311878247.788000
1192	1311878247.851478	1311878247.851433	1311878247.851300
1193	1311878247.885199	1311878247.884713	1311878247.885000
1194	1311878247.917691	1311878247.917335	1311878247.918100
1195	1311878247.988283	1311878247.987467	1311878247.987900
1196	1311878248.015754	1311878247.987467	1311878248.014800
1197	1311878248.119506	1311878248.119490	1311878248.118100
1198	1311878248.153340	1311878248.153329	1311878248.151800
1199	1311878248.219278	1311878248.219233	1311878248.218200
1200	1311878248.251897	1311878248.251890	1311878248.251600
1201	1311878248.319150	1311878248.319132	1311878248.318100
1202	1311878248.387845	1311878248.387827	1311878248.388100
1203	1311878248.454943	1311878248.454925	1311878248.454700
1204	1311878248.487411	1311878248.485261	1311878248.488200
1205	1311878248.555507	1311878248.586719	1311878248.554700
1206	1311878248.615583	1311878248.586719	1311878248.615000
1207	1311878248.755161	1311878248.755032	1311878248.754800
1208	1311878248.855277	1311878248.855250	1311878248.854900
1209	1311878248.924984	1311878248.919068	1311878248.924900
1210	1311878248.991966	1311878248.987890	1311878248.991300
1211	1311878249.087841	1311878249.087806	1311878249.088100
1212	1311878249.155931	1311878249.155822	1311878249.154600
1213	1311878249.223913	1311878249.223732	1311878249.224800
1214	1311878249.286711	1311878249.286690	1311878249.288200
1215	1311878249.355270	1311878249.355251	1311878249.354700
1216	1311878249.423234	1311878249.423212	1311878249.424800
1217	1311878249.487618	1311878249.487594	1311878249.488100
1218	1311878249.555880	1311878249.555759	1311878249.554800
1219	1311878249.623276	1311878249.623263	1311878249.624800
1220	1311878249.687760	1311878249.687740	1311878249.688200
1221	1311878249.719753	1311878249.719747	1311878249.721300
1222	1311878249.787244	1311878249.787227	1311878249.788200
1223	1311878249.855939	1311878249.855929	1311878249.854800
1224	1311878249.922931	1311878249.922915	1311878249.924600
1225	1311878249.953329	1311878249.952868	1311878249.954900
1226	1311878249.983910	1311878249.952868	1311878249.984800
1227	1311878250.052724	1311878250.052700	1311878250.051300
1228	1311878250.123839	1311878250.123795	1311878250.124800
1229	1311878250.188041	1311878250.187706	1311878250.188000
1230	1311878250.255808	1311878250.255666	1311878250.254800
1231	1311878250.323316	1311878250.323302	1311878250.324700
1232	1311878250.386868	1311878250.386848	1311878250.388100
1233	1311878250.454795	1311878250.454775	1311878250.454700
1234	1311878250.523752	1311878250.523720	1311878250.524900
1235	1311878250.591107	1311878250.591088	1311878250.591400
1236	1311878250.620225	1311878250.620206	1311878250.621600
1237	1311878250.652788	1311878250.652781	1311878250.651500
1238	1311878250.724307	1311878250.723764	1311878250.724600
1239	1311878250.823161	1311878250.823132	1311878250.824800
1240	1311878250.891218	1311878250.891191	1311878250.891300
1241	1311878250.923560	1311878250.923548	1311878250.924900
1242	1311878250.951853	1311878250.951847	1311878250.951400
1243	1311878250.991947	1311878250.991922	1311878250.991500
1244	1311878251.055377	1311878251.055346	1311878251.054900
1245	1311878251.123391	1311878251.123363	1311878251.124600
1246	1311878251.152093	1311878251.151991	1311878251.151400
1247	1311878251.223483	1311878251.223472	1311878251.224800
1248	1311878251.291813	1311878251.291655	1311878251.291400
1249	1311878251.355188	1311878251.355159	1311878251.354600
1250	1311878251.423855	1311878251.423808	1311878251.424700
1251	1311878251.451777	1311878251.451725	1311878251.451500
1252	1311878251.523335	1311878251.523300	1311878251.524700
1253	1311878251.591259	1311878251.591232	1311878251.591400
1254	1311878251.655027	1311878251.655013	1311878251.654500
1255	1311878251.687774	1311878251.655013	1311878251.688100
1256	1311878251.791575	1311878251.791549	1311878251.791400
1257	1311878251.822182	1311878251.822170	1311878251.821200
1258	1311878251.857888	1311878251.857876	1311878251.858200
1259	1311878251.888645	1311878251.888274	1311878251.887900
1260	1311878251.920139	1311878251.920126	1311878251.921600
1261	1311878251.991376	1311878251.991023	1311878251.991400
1262	1311878252.058822	1311878252.058809	1311878252.058100
1263	1311878252.123729	1311878252.123702	1311878252.124600
1264	1311878252.156017	1311878252.156008	1311878252.154800
1265	1311878252.227169	1311878252.223696	1311878252.228100
1266	1311878252.291694	1311878252.291393	1311878252.291300
1267	1311878252.365299	1311878252.359267	1311878252.364700
1268	1311878252.393128	1311878252.388535	1311878252.394800
1269	1311878252.459537	1311878252.459065	1311878252.458000
1270	1311878252.527198	1311878252.523396	1311878252.528000
1271	1311878252.592541	1311878252.591661	1311878252.591400
1272	1311878252.660915	1311878252.658896	1311878252.661200
1273	1311878252.723324	1311878252.723305	1311878252.724700
1274	1311878252.759739	1311878252.757192	1311878252.761200
1275	1311878252.788065	1311878252.757192	1311878252.787900
1276	1311878252.857177	1311878252.891017	1311878252.858000
1277	1311878252.956898	1311878252.956789	1311878252.958000
1278	1311878253.025173	1311878253.025159	1311878253.024600
1279	1311878253.091140	1311878253.090877	1311878253.091200
1280	1311878253.158396	1311878253.158363	1311878253.157800
1281	1311878253.187823	1311878253.187815	1311878253.188100
1282	1311878253.226509	1311878253.256173	1311878253.227800
1283	1311878253.256197	1311878253.256173	1311878253.257800
1284	1311878253.326594	1311878253.326586	1311878253.328100
1285	1311878253.355573	1311878253.326586	1311878253.354800
1286	1311878253.459130	1311878253.458936	1311878253.457900
1287	1311878253.528692	1311878253.527225	1311878253.527800
1288	1311878253.598040	1311878253.591104	1311878253.598000
1289	1311878253.623693	1311878253.591104	1311878253.624600
1290	1311878253.728043	1311878253.727679	1311878253.727800
1291	1311878253.788261	1311878253.788249	1311878253.788000
1292	1311878253.826013	1311878253.824691	1311878253.824700
1293	1311878253.890229	1311878253.890208	1311878253.891200
1294	1311878253.964108	1311878253.958916	1311878253.964500
1295	1311878253.988279	1311878253.988270	1311878253.987800
1296	1311878254.058066	1311878254.057367	1311878254.057800
1297	1311878254.088145	1311878254.088136	1311878254.087900
1298	1311878254.158423	1311878254.158401	1311878254.157900
1299	1311878254.226111	1311878254.226103	1311878254.227800
1300	1311878254.295332	1311878254.294950	1311878254.294600
1301	1311878254.392837	1311878254.426927	1311878254.391500
1302	1311878254.455844	1311878254.426927	1311878254.454700
1303	1311878254.523956	1311878254.494809	1311878254.524500
1304	1311878254.627249	1311878254.627127	1311878254.627800
1305	1311878254.695719	1311878254.695621	1311878254.694500
1306	1311878254.724260	1311878254.695621	1311878254.724600
1307	1311878254.794996	1311878254.793857	1311878254.794500
1308	1311878254.859344	1311878254.859310	1311878254.857700
1309	1311878254.892246	1311878254.892235	1311878254.891400
1310	1311878254.924445	1311878254.924287	1311878254.924600
1311	1311878254.995723	1311878254.995655	1311878254.994600
1312	1311878255.059873	1311878255.059859	1311878255.061400
1313	1311878255.093581	1311878255.093568	1311878255.094400
1314	1311878255.159085	1311878255.159063	1311878255.157800
1315	1311878255.227897	1311878255.227888	1311878255.227900
1316	1311878255.256050	1311878255.256024	1311878255.254700
1317	1311878255.327944	1311878255.327886	1311878255.327800
1318	1311878255.400973	1311878255.395703	1311878255.401100
1319	1311878255.423849	1311878255.423933	1311878255.421400
1320	1311878255.495164	1311878255.495145	1311878255.494600
1321	1311878255.563220	1311878255.563201	1311878255.564500
1322	1311878255.592025	1311878255.563201	1311878255.591400
1323	1311878255.627257	1311878255.627134	1311878255.627800
1324	1311878255.659887	1311878255.659880	1311878255.661200
1325	1311878255.694569	1311878255.726759	1311878255.694600
1326	1311878255.795132	1311878255.795119	1311878255.794600
1327	1311878255.824711	1311878255.824704	1311878255.824700
1328	1311878255.895854	1311878255.895758	1311878255.894400
1329	1311878255.962913	1311878255.962903	1311878255.964500
1330	1311878255.991881	1311878255.991872	1311878255.991300
1331	1311878256.024162	1311878256.024056	1311878256.024700
1332	1311878256.063575	1311878256.063239	1311878256.064400
1333	1311878256.091804	1311878256.091798	1311878256.091300
1334	1311878256.163552	1311878256.163274	1311878256.164400
1335	1311878256.192447	1311878256.192438	1311878256.191100
1336	1311878256.263602	1311878256.263585	1311878256.264500
1337	1311878256.294881	1311878256.293039	1311878256.294700
1338	1311878256.325665	1311878256.324997	1311878256.324700
1339	1311878256.394637	1311878256.394622	1311878256.394400
1340	1311878256.459923	1311878256.425668	1311878256.461100
1341	1311878256.567678	1311878256.563256	1311878256.568000
1342	1311878256.631657	1311878256.663163	1311878256.631300
1343	1311878256.691914	1311878256.663163	1311878256.691400
1344	1311878256.763772	1311878256.763755	1311878256.764600
1345	1311878256.832157	1311878256.831848	1311878256.831200
1346	1311878256.859667	1311878256.831848	1311878256.861200
1347	1311878256.927920	1311878256.895624	1311878256.927900
1348	1311878256.992631	1311878256.963140	1311878256.991200
1349	1311878257.064337	1311878257.096084	1311878257.064400
1350	1311878257.129664	1311878257.129645	1311878257.131000
1351	1311878257.197045	1311878257.194946	1311878257.197900
1352	1311878257.263301	1311878257.263277	1311878257.264600
1353	1311878257.331123	1311878257.331094	1311878257.331100
1354	1311878257.360982	1311878257.331094	1311878257.361200
1355	1311878257.462732	1311878257.462705	1311878257.461200
1356	1311878257.492182	1311878257.462705	1311878257.491200
1357	1311878257.595253	1311878257.595228	1311878257.594400
1358	1311878257.627851	1311878257.595228	1311878257.627800
1359	1311878257.731173	1311878257.731151	1311878257.731000
1360	1311878257.762064	1311878257.731151	1311878257.761200
1361	1311878257.863381	1311878257.863355	1311878257.864400
1362	1311878257.896703	1311878257.863355	1311878257.897800
1363	1311878257.960592	1311878257.931346	1311878257.961300
1364	1311878258.070649	1311878258.063073	1311878258.071100
1365	1311878258.135699	1311878258.131407	1311878258.134500
1366	1311878258.199291	1311878258.199271	1311878258.197800
1367	1311878258.227606	1311878258.199271	1311878258.228200
1368	1311878258.331581	1311878258.331528	1311878258.327900
1369	1311878258.399297	1311878258.399281	1311878258.397800
1370	1311878258.463621	1311878258.463594	1311878258.464400
1371	1311878258.496028	1311878258.463594	1311878258.494400
1372	1311878258.565519	1311878258.563529	1311878258.564500
1373	1311878258.597266	1311878258.629974	1311878258.597800
1374	1311878258.699730	1311878258.699713	1311878258.701200
1375	1311878258.728204	1311878258.728192	1311878258.727800
1376	1311878258.759659	1311878258.759652	1311878258.758000
1377	1311878258.837174	1311878258.831747	1311878258.837800
1378	1311878258.899793	1311878258.898592	1311878258.901100
1379	1311878258.962976	1311878258.962931	1311878258.964400
1380	1311878258.995410	1311878258.962931	1311878258.994400
1381	1311878259.099698	1311878259.099557	1311878259.101000
1382	1311878259.135957	1311878259.131303	1311878259.136400
1383	1311878259.167452	1311878259.167074	1311878259.167600
1384	1311878259.195769	1311878259.167074	1311878259.194300
1385	1311878259.265913	1311878259.299491	1311878259.264500
1386	1311878259.368306	1311878259.366644	1311878259.367800
1387	1311878259.431645	1311878259.431250	1311878259.431100
1388	1311878259.498410	1311878259.498386	1311878259.497800
1389	1311878259.567237	1311878259.567201	1311878259.567700
1390	1311878259.631295	1311878259.631274	1311878259.631100
1391	1311878259.663530	1311878259.631274	1311878259.664500
1392	1311878259.767700	1311878259.767315	1311878259.767700
1393	1311878259.795622	1311878259.767315	1311878259.795300
1394	1311878259.868130	1311878259.868122	1311878259.867800
1395	1311878259.930957	1311878259.936407	1311878259.931200
1396	1311878259.963634	1311878259.963627	1311878259.964400
1397	1311878259.997141	1311878259.997133	1311878259.997900
1398	1311878260.028207	1311878259.997133	1311878260.027700
1399	1311878260.096071	1311878260.096065	1311878260.097700
1400	1311878260.130941	1311878260.130931	1311878260.131100
1401	1311878260.166326	1311878260.166318	1311878260.167800
1402	1311878260.195606	1311878260.195599	1311878260.194400
1403	1311878260.267383	1311878260.270139	1311878260.264400
1404	1311878260.334777	1311878260.334721	1311878260.334300
1405	1311878260.397197	1311878260.396899	1311878260.397800
1406	1311878260.467789	1311878260.467311	1311878260.467500
1407	1311878260.495696	1311878260.467311	1311878260.494300
1408	1311878260.564133	1311878260.564124	1311878260.564500
1409	1311878260.634338	1311878260.634063	1311878260.634300
1410	1311878260.698402	1311878260.698368	1311878260.697600
1411	1311878260.763673	1311878260.763668	1311878260.764300
1412	1311878260.833625	1311878260.833617	1311878260.834500
1413	1311878260.897637	1311878260.897395	1311878260.897700
1414	1311878260.931721	1311878260.897395	1311878260.931000
1415	1311878260.995501	1311878260.995495	1311878260.994300
1416	1311878261.033085	1311878261.064620	1311878261.034300
1417	1311878261.131383	1311878261.131371	1311878261.131000
1418	1311878261.197750	1311878261.197552	1311878261.197700
1419	1311878261.231542	1311878261.197552	1311878261.231100
1420	1311878261.296730	1311878261.296724	1311878261.297800
1421	1311878261.333649	1311878261.333642	1311878261.334400
1422	1311878261.363525	1311878261.363513	1311878261.364400
1423	1311878261.398266	1311878261.397483	1311878261.397800
1424	1311878261.467726	1311878261.466724	1311878261.467700
1425	1311878261.499651	1311878261.496542	1311878261.501200
1426	1311878261.531794	1311878261.566447	1311878261.531000
1427	1311878261.599950	1311878261.599944	1311878261.600900
1428	1311878261.667676	1311878261.667668	1311878261.667500
1429	1311878261.731571	1311878261.699594	1311878261.731000
1430	1311878261.767336	1311878261.767327	1311878261.767600
1431	1311878261.800064	1311878261.767327	1311878261.801000
1432	1311878261.865564	1311878261.833895	1311878261.864400
1433	1311878261.965920	1311878261.965893	1311878261.964300
1434	1311878262.000325	1311878262.034404	1311878262.000900
1435	1311878262.101312	1311878262.101262	1311878262.100900
1436	1311878262.131814	1311878262.101262	1311878262.130900
1437	1311878262.200214	1311878262.200042	1311878262.202700
1438	1311878262.232995	1311878262.232910	1311878262.234400
1439	1311878262.301384	1311878262.335045	1311878262.301000
1440	1311878262.364497	1311878262.364486	1311878262.364300
1441	1311878262.401415	1311878262.401401	1311878262.401100
1442	1311878262.432092	1311878262.401401	1311878262.431700
1443	1311878262.537037	1311878262.535339	1311878262.537500
1444	1311878262.565059	1311878262.535339	1311878262.565100
1445	1311878262.665717	1311878262.665704	1311878262.664400
1446	1311878262.699341	1311878262.731719	1311878262.700800
1447	1311878262.765351	1311878262.731719	1311878262.764300
1448	1311878262.832267	1311878262.832259	1311878262.831000
1449	1311878262.907429	1311878262.902449	1311878262.907400
1450	1311878262.933676	1311878262.933636	1311878262.934200
1451	1311878262.967361	1311878262.933636	1311878262.967600
1452	1311878263.032740	1311878263.003268	1311878263.034200
1453	1311878263.132417	1311878263.132148	1311878263.131000
1454	1311878263.167516	1311878263.200710	1311878263.167700
1455	1311878263.238353	1311878263.233682	1311878263.237500
1456	1311878263.267502	1311878263.233682	1311878263.267800
1457	1311878263.333591	1311878263.333582	1311878263.334100
1458	1311878263.369783	1311878263.400819	1311878263.370900
1459	1311878263.435196	1311878263.435180	1311878263.434300
1460	1311878263.467716	1311878263.435180	1311878263.467600
1461	1311878263.533226	1311878263.503179	1311878263.534700
1462	1311878263.635321	1311878263.635007	1311878263.634200
1463	1311878263.703366	1311878263.703343	1311878263.704300
1464	1311878263.771539	1311878263.771278	1311878263.770900
1465	1311878263.836001	1311878263.835720	1311878263.837500
1466	1311878263.867549	1311878263.835720	1311878263.867800
1467	1311878263.933740	1311878263.903998	1311878263.934600
1468	1311878264.001256	1311878263.971259	1311878264.000900
1469	1311878264.103413	1311878264.102734	1311878264.104300
1470	1311878264.135506	1311878264.102734	1311878264.134100
1471	1311878264.200610	1311878264.171028	1311878264.200800
1472	1311878264.270806	1311878264.270459	1311878264.271000
1473	1311878264.300086	1311878264.300078	1311878264.300900
1474	1311878264.336050	1311878264.335834	1311878264.337500
1475	1311878264.403717	1311878264.403697	1311878264.404200
1476	1311878264.435660	1311878264.435651	1311878264.434300
1477	1311878264.470327	1311878264.470321	1311878264.470900
1478	1311878264.538932	1311878264.538905	1311878264.537400
1479	1311878264.567755	1311878264.538905	1311878264.567800
1480	1311878264.671357	1311878264.671237	1311878264.670800
1481	1311878264.738946	1311878264.738740	1311878264.737400
1482	1311878264.803222	1311878264.838501	1311878264.804200
1483	1311878264.902913	1311878264.902889	1311878264.904300
1484	1311878264.935908	1311878264.935807	1311878264.934400
1485	1311878264.967852	1311878264.967659	1311878264.967600
1486	1311878264.999645	1311878264.999637	1311878265.000700
1487	1311878265.037036	1311878265.070576	1311878265.037700
1488	1311878265.138632	1311878265.138619	1311878265.137500
1489	1311878265.167670	1311878265.138619	1311878265.167700
1490	1311878265.239340	1311878265.270998	1311878265.237700
1491	1311878265.304003	1311878265.270998	1311878265.304200
1492	1311878265.368186	1311878265.339150	1311878265.367600
1493	1311878265.470783	1311878265.470562	1311878265.470700
1494	1311878265.538818	1311878265.538792	1311878265.537500
1495	1311878265.568842	1311878265.568829	1311878265.567800
1496	1311878265.606654	1311878265.639103	1311878265.607500
1497	1311878265.668846	1311878265.639103	1311878265.667500
1498	1311878265.737780	1311878265.707374	1311878265.737400
1499	1311878265.806266	1311878265.806181	1311878265.807500
1500	1311878265.871367	1311878265.871270	1311878265.870800
1501	1311878265.909558	1311878265.938905	1311878265.910800
1502	1311878265.968104	1311878265.938905	1311878265.967700
1503	1311878266.071237	1311878266.071211	1311878266.070700
1504	1311878266.139362	1311878266.139278	1311878266.140800
1505	1311878266.168685	1311878266.139278	1311878266.167500
1506	1311878266.235286	1311878266.206544	1311878266.234300
1507	1311878266.339212	1311878266.339185	1311878266.340800
1508	1311878266.406589	1311878266.406578	1311878266.407400
1509	1311878266.437308	1311878266.437049	1311878266.437400
1510	1311878266.467579	1311878266.437049	1311878266.467600
1511	1311878266.574690	1311878266.574665	1311878266.574100
1512	1311878266.604569	1311878266.604562	1311878266.604100
1513	1311878266.635956	1311878266.604562	1311878266.637600
1514	1311878266.704653	1311878266.674929	1311878266.704200
1515	1311878266.775345	1311878266.807092	1311878266.774100
1516	1311878266.837283	1311878266.807092	1311878266.837400
1517	1311878266.938698	1311878266.938470	1311878266.937400
1518	1311878266.972357	1311878266.972348	1311878266.970800
1519	1311878267.003621	1311878266.972348	1311878267.004400
1520	1311878267.107752	1311878267.107738	1311878267.107400
1521	1311878267.175287	1311878267.175119	1311878267.174000
1522	1311878267.239881	1311878267.239857	1311878267.240700
1523	1311878267.271404	1311878267.239857	1311878267.270800
1524	1311878267.375623	1311878267.375422	1311878267.374300
1525	1311878267.406223	1311878267.375422	1311878267.407500
1526	1311878267.474045	1311878267.506629	1311878267.474000
1527	1311878267.536734	1311878267.506629	1311878267.537600
1528	1311878267.639421	1311878267.639401	1311878267.640600
1529	1311878267.671838	1311878267.639401	1311878267.670700
1530	1311878267.745266	1311878267.740664	1311878267.744000
1531	1311878267.807302	1311878267.772101	1311878267.807400
1532	1311878267.873010	1311878267.873139	1311878267.874000
1533	1311878267.975709	1311878267.975075	1311878267.974200
1534	1311878268.004291	1311878267.975075	1311878268.004100
1535	1311878268.074958	1311878268.077623	1311878268.074400
1536	1311878268.175290	1311878268.175266	1311878268.174200
1537	1311878268.242998	1311878268.242987	1311878268.244100
1538	1311878268.274686	1311878268.242987	1311878268.274200
1539	1311878268.339900	1311878268.306588	1311878268.340800
1540	1311878268.408705	1311878268.374754	1311878268.407200
1541	1311878268.507514	1311878268.507488	1311878268.507300
1542	1311878268.575059	1311878268.575004	1311878268.574100
1543	1311878268.604902	1311878268.604890	1311878268.604700
1544	1311878268.681041	1311878268.674571	1311878268.680600
1545	1311878268.703720	1311878268.674571	1311878268.704100
1546	1311878268.772828	1311878268.742905	1311878268.774000
1547	1311878268.871963	1311878268.871819	1311878268.870600
1548	1311878268.904757	1311878268.871819	1311878268.903800
1549	1311878269.008041	1311878269.008021	1311878269.007500
1550	1311878269.040917	1311878269.040739	1311878269.040700
1551	1311878269.111319	1311878269.111297	1311878269.110800
1552	1311878269.139489	1311878269.111297	1311878269.140800
1553	1311878269.208292	1311878269.208283	1311878269.207400
1554	1311878269.241116	1311878269.273798	1311878269.240800
1555	1311878269.341995	1311878269.341979	1311878269.340600
1556	1311878269.372856	1311878269.341979	1311878269.374100
1557	1311878269.439764	1311878269.408052	1311878269.440700
1558	1311878269.507546	1311878269.474254	1311878269.507400
1559	1311878269.575458	1311878269.571723	1311878269.573900
1560	1311878269.609630	1311878269.609622	1311878269.610800
1561	1311878269.675287	1311878269.675260	1311878269.674000
1562	1311878269.742857	1311878269.742851	1311878269.744100
1563	1311878269.810815	1311878269.810780	1311878269.810500
1564	1311878269.839418	1311878269.810780	1311878269.840900
1565	1311878269.908910	1311878269.908902	1311878269.907400
1566	1311878269.940560	1311878269.908902	1311878269.940700
1567	1311878270.007302	1311878269.975018	1311878270.007500
1568	1311878270.071398	1311878270.071394	1311878270.070700
1569	1311878270.110399	1311878270.110322	1311878270.110700
1570	1311878270.139690	1311878270.110322	1311878270.140700
1571	1311878270.207211	1311878270.207205	1311878270.207400
1572	1311878270.242267	1311878270.242242	1311878270.240700
1573	1311878270.275822	1311878270.275808	1311878270.277400
1574	1311878270.308999	1311878270.340477	1311878270.307500
1575	1311878270.378314	1311878270.408461	1311878270.377200
1576	1311878270.477616	1311878270.476869	1311878270.477400
1577	1311878270.543049	1311878270.542485	1311878270.543900
1578	1311878270.575596	1311878270.542485	1311878270.574000
1579	1311878270.639803	1311878270.611594	1311878270.640600
1580	1311878270.708491	1311878270.678380	1311878270.707800
1581	1311878270.775593	1311878270.776096	1311878270.777200
1582	1311878270.842449	1311878270.842437	1311878270.843900
1583	1311878270.912379	1311878270.911685	1311878270.914000
1584	1311878270.979103	1311878270.978672	1311878270.980800
1585	1311878271.007607	1311878270.978672	1311878271.007800
1586	1311878271.076375	1311878271.076363	1311878271.077300
1587	1311878271.144166	1311878271.143345	1311878271.143800
1588	1311878271.181671	1311878271.176687	1311878271.180500
1589	1311878271.242485	1311878271.242139	1311878271.243900
